Country,Market,RetailPrice,WholesalePrice,Date
UGANDA,Lira,343,266,2013-03-12
UGANDA,Busia,381,266,2013-03-12
UGANDA,Owino,381,343,2013-03-12
UGANDA,Tororo,324,278,2013-03-12
UGANDA,Masindi,343,282,2013-03-12
UGANDA,Kabale,381,343,2013-03-12
UGANDA,Kampala,343,286,2013-03-12
UGANDA,Tororo,343,286,2013-03-11
UGANDA,Masindi,343,282,2013-03-11
UGANDA,Kabale,457,381,2013-03-11
UGANDA,Owino,381,343,2013-03-11
UGANDA,Mbale,343,286,2013-03-11
UGANDA,Lira,343,266,2013-03-11
UGANDA,Busia,381,266,2013-03-11
UGANDA,Mbale,343,297,2013-03-08
UGANDA,Lira,343,286,2013-03-08
UGANDA,Busia,343,266,2013-03-08
UGANDA,Owino,381,343,2013-03-08
UGANDA,Tororo,343,286,2013-03-08
UGANDA,Masindi,343,282,2013-03-08
UGANDA,Kabale,457,381,2013-03-08
UGANDA,Kampala,381,297,2013-03-08
UGANDA,Masindi,343,282,2013-03-07
UGANDA,Kabale,457,381,2013-03-07
UGANDA,Kampala,381,297,2013-03-07
UGANDA,Kasese,419,419,2013-03-07
UGANDA,Mbale,343,297,2013-03-07
UGANDA,Lira,343,286,2013-03-07
UGANDA,Busia,381,266,2013-03-07
UGANDA,Owino,381,343,2013-03-07
UGANDA,Tororo,343,286,2013-03-07
UGANDA,Mbale,343,297,2013-03-06
UGANDA,Kasese,419,419,2013-03-06
UGANDA,Lira,343,286,2013-03-06
UGANDA,Kampala,381,305,2013-03-06
UGANDA,Busia,381,263,2013-03-06
UGANDA,Tororo,343,286,2013-03-06
UGANDA,Masindi,343,282,2013-03-06
UGANDA,Owino,381,343,2013-03-06
UGANDA,Kabale,457,400,2013-03-06
UGANDA,Masindi,343,282,2013-03-05
UGANDA,Kabale,457,419,2013-03-05
UGANDA,Kasese,419,419,2013-03-05
UGANDA,Mbale,343,305,2013-03-05
UGANDA,Owino,381,343,2013-03-05
UGANDA,Lira,343,286,2013-03-05
UGANDA,Busia,381,266,2013-03-05
UGANDA,Busia,343,274,2013-03-05
UGANDA,Tororo,343,289,2013-03-05
UGANDA,Kampala,381,301,2013-03-05
UGANDA,Busia,343,277,2013-03-04
UGANDA,Owino,381,343,2013-03-04
UGANDA,Tororo,343,305,2013-03-04
UGANDA,Masindi,343,286,2013-03-04
UGANDA,Kabale,457,438,2013-03-04
UGANDA,Kasese,457,419,2013-03-04
UGANDA,Kampala,381,308,2013-03-04
UGANDA,Mbale,343,305,2013-03-04
UGANDA,Lira,343,324,2013-03-04
UGANDA,Busia,381,289,2013-03-04
